宿名,楽天ID,じゃらんID,緯度,経度,住所,電話番号,
トーセイホテルココネ上野御徒町,179102,,,35.7064469,139.7731452,東京都台東区上野3-23-9,03-3837-5541
上野ファーストシティホテル（全室禁煙）,1249,,,35.70663379,139.7703729,東京都台東区上野1-14-8,03-3831-8215
シエスタ１,173136,,,35.70787713,139.7797139,東京都台東区東上野1-7-7,050-5497-4985
東京上野ユースホステル,142641,,,35.706396,139.770325,東京都台東区上野1-13-6東京新潟県人会館４階,03-6284-4357
ＩＴＦＴビル／民泊,170508,,,35.7083208,139.7804108,東京都台東区東上野1-25-12　ＩＴＦＴビル6Ｆ,080-3087-0158
スーパーホテル上野・御徒町,106147,,,35.70621731,139.7757975,東京都台東区上野5-23-12,03-5818-9000
吉池ホテル,7762,,,35.70597839,139.7735032,東京都台東区上野3丁目19番7号,03-3839-0141
ＭＯＮｄａｙ　Ａｐａｒｔ　上野新御徒町,180273,,,35.70845115,139.7810308,東京都台東区東上野1-27-11,03-5846-3666
小松旅館,151353,,,35.7091325,139.7817817,東京都台東区東上野2-2-5,03-3842-4801
寅ホテル　上野,180625,,,35.7058853,139.7710697,東京都台東区上野1-9-3,080-9655-8053
ＨＯＴＥＬ　ＳＣＨＡＬＬ【大人専用１８禁・ハピホテ提携】,163216,,,35.7214756,139.7789396,東京都台東区根岸1-3-9,03-3872-7827
Ｎａｍｉｏ　Ｈｏｕｓｅ　＾,170949,,,35.7196552,139.7652279,東京都文京区根津2-23-5　Ｎａｍｉｏ　Ｈｏｕｓｅ,03-3828-7253
ＡＥ　Ｈｏｔｅｌ　上野東京,187067,,,35.72005683,139.7811386,東京都台東区下谷1-7-4,080-9254-3180
寅ホテル　台東,183154,,,35.7065122,139.7786871,東京都台東区台東3-34-8　佐々木ビル4・5Ｆ,080-9655-8053
Ｏａｋｖｉｌｌｅ根津／民泊,195557,,,35.7192296,139.764569,東京都文京区根津　Oakville根津,080-8500-9217
ＴーＨＯＴＥＬ入谷　＾,194923,,,35.71992385,139.7815581,東京都台東区下谷1-7-9　Ｔ-ＨＯＴＥＬ入谷,03-5972-1397
龍馬ザ・タワー　Ｒｙｕｍａ　ＴＨＥ　ＴＯＷＥＲ／民泊,171565,,,35.7069086,139.7797656,東京都台東区台東4-28-1　Ｒｙｕｍａ　ＴＨＥ　ＴＯＷＥＲ,090-9100-2281
Ｔｈｅ　Ｈｉｄｅｏｕｔ　Ｔｏｋｙｏ,179666,,,35.720054,139.7814932,東京都台東区下谷1-13-3,03-6231-6110
上野御徒町　ｕ－ｈｏｍｅ／民泊,175710,,,35.7069122,139.7798514,東京都台東区台東4-28-1　第二龍馬ビル,050-5444-6620
ホテル　シャーウッド,84977,,,35.72123796,139.7800798,東京都根岸1-2-21,03-3876-2121
ｈｏｔｅｌ　ＭＯＮｄａｙ　Ｐｒｅｍｉｕｍ　上野御徒町,177708,,,35.70542185,139.7763637,東京都台東区台東3-41-7,03-5816-8681
ＧＲＡＮＤ　ＭＯＮｄａｙ　上野御徒町,198769,,,35.7058231,139.7778006,東京都台東区台東4-6-1,03-3837-7781
ＨＯＴＥＬ　ＥＸＥ【大人専用１８禁・ハピホテ提携】,163427,,,35.722231,139.778223,東京都台東区根岸1-7-2,03-3874-4145
東横ＩＮＮ鶯谷駅前,108362,,,35.7214546,139.7800604,東京都台東区根岸１－２－１７,03-5824-1045
ホテル　バリバリ鶯谷,189129,,,35.7222467,139.7784874,東京都台東区根岸1-7-15,03-6458-1239
ＨＯＴＥＬ　ＰＡＵＬ　ＨＯＵＳＥ,158642,,,35.7059188,139.7786127,東京都台東区台東4-5-12,03-5812-4393
ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）上野公園,106109,,,35.72177956,139.779716,東京都台東区根岸1-2-13,03-5808-6100
御徒町アーバンホテル,172702,,,35.7049159,139.7716631,東京都千代田区外神田6-16-8,03-3837-1131
アパホテル〈上野広小路〉,179594,,,35.7048315,139.7722658,東京都千代田区外神田5-3-3,03-3836-0855
ホテルニューグリーン御徒町,3092,,,35.70493455,139.7755505,東京都台東区上野5-15-1,03-5816-1111
コロンホテル,179986,,,35.7048977,139.7709686,東京都千代田区外神田6-10-3,0
アパホテル〈上野　御徒町駅前南〉,188775,,,35.7046901,139.7739115,東京都台東区上野3-9-8,0570-035-111
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　上野御徒町,181991,,,35.7044857,139.7739561,東京都台東区上野3-8-8,03-5816-1237
アパホテル〈浅草　新御徒町駅前〉,184098,,,35.7076515,139.7822117,東京都台東区元浅草1-6-11,0570-024-611
ランダバウト東京,178477,,,35.7218151,139.7805635,東京都台東区根岸3-4-5,03-6802-4431
カプセルホテル　サウナセンター,179670,,,35.7209574,139.7819135,東京都台東区下谷2-4-7,03-3876-0016
宿家　鶯,173195,,,35.7208779,139.7823519,東京都台東区下谷2-5-7,050-8880-4077
Ｍｉｎｎ上野新御徒町,187617,,,35.70656187,139.7814761,東京都台東区台東4-24-3,050-3503-8824
Ｕｅｎｏ　Ｒｅｓｉｄｅｎｃｅ　Ｈｏｔｅｌ　Ｍａｔｓｕｍｏｔｏ　＾,175578,,,35.7053131,139.779476,東京都台東区台東3-34-4,070-4319-5165
ホテル江戸屋,1186,,,35.70494502,139.7677399,東京都文京区湯島3-20-3,03-3833-8751
ホテルＫＡＨＮＩ【大人専用１８禁・ハピホテ提携】,163340,,,35.7238392,139.7776146,東京都台東区根岸2-14-7,03-3874-0707
「東京下町生活」　＾,170904,,,35.723165,139.7795259,東京都台東区根岸3-7-8　Ｔｏｋｙｏ　Ｓｈｉｔａｍａｃｈｉ　Ｓｅｉｋａｔｓｕ,080-1152-7349
イチホテル上野新御徒町,167602,,,35.70616591,139.7815871,東京都台東区台東4-23-11,03-3837-7575
ホテル　ニューシーズ鶯谷【大人専用１８禁・ハピホテ提携】,163424,,,35.7241808,139.7766008,東京都台東区根岸2-4-12,03-3871-7666
ホテル　リンデン,11067,,,35.70480892,139.7676038,東京都文京区湯島3-5-10,03-3834-5566
秋葉原　旅荘中川,177959,,,35.7035912,139.7745138,東京都台東区上野5-3-7,03-5826-4430
東京ツーリストイン,149438,,,35.72408159,139.7778582,東京都台東区根岸2-14-10,03-6240-6225
ホテル　ヴォーグ【大人専用１８禁・ハピホテ提携】,163447,,,35.7243391,139.7771257,東京都台東区根岸2-13-4,03-3872-2022
ホテル　セレッソ,1127,,,35.72466245,139.775319,東京都台東区根岸2-6-1,03-3872-0104
高濃度炭酸泉　藍染の湯　スーパーホテル秋葉原・末広町,147874,,,35.70336942,139.7731883,東京都台東区上野3-2-5,03-6848-9000
Ａｆｉｃｉｏｎ　Ｈｏｕｓｅ,198518,,,35.7201525,139.7624227,東京都文京区根津1-24-11,03-6256-9718
Ｔｈｅ　Ｂａｒｎ　Ｔｏｋｙｏ,181109,,,35.7235659,139.7798028,東京都台東区根岸3-12-16　Ｔｈｅ　Ｂａｒｎ　Ｔｏｋｙｏ,050-5490-4797
上野・アメ横・秋葉原・徒歩圏内・最大１１名・ＷＩＦＩ　無料／民泊,174298,,,35.7043634,139.7792877,東京都台東区台東3-6-2 仲御徒町貸家B棟,080-3934-6095
ＴＡＳＵＫＩ／民泊,175487,,,35.7038658,139.7784014,東京都台東区台東2-31-5 ,090-2687-9708
ベストウェスタンホテルフィーノ東京秋葉原,167665,,,35.70312306,139.7755332,東京都台東区上野5-1-6,03-5816-3151
住友不動産ホテル　ヴィラフォンテーヌ東京上野御徒町,80757,,,35.70530924,139.7819109,東京都台東区小島2-4-4,03-5833-5550
すえひろの湯　ドーミーイン秋葉原（ドーミーイン・御宿野乃　ホテルズグループ）,39980,,,35.70270097,139.7732617,東京都千代田区外神田4-12-5,03-5295-0012
ｍａｉｓｏｎ－ＰＨＩＬＩＰＰＥ　ＳＨＩＴＡＹＡ　＾,175854,,,35.7223773,139.7834219,東京都台東区下谷2－12－8　ｍａｉｓｏｎ－ＰＨＩＬＩＰＰＥ,080-3485-0424
ＹＡＮＡＫＡ　ＳＯＷ,183720,,,35.7248636,139.7680234,東京都台東区谷中5-2-14,050-1741-0183
Ｍａｎｅｒｅ／民泊,195659,,,35.7237486,139.7652878,東京都台東区谷中2-9-22　第五森川荘,080-6453-1909
サクラクロスホテル上野御徒町,177473,,,35.70557529,139.7833396,東京都台東区小島2-10-12,070-5264-1544
ＫＥＹＨＯＴＥＬ秋葉原　秋葉原徒歩６分　＾,169836,,,35.7022589,139.7744733,東京都台東区台東1-32-6　ＫＥＹ‘Ｓ　Ｈ　秋葉原,080-7468-1100
Ｌａｆｆｉｔｔｅ　Ｏｋａｃｈｉｍａｃｈｉ／民泊,176176,,,35.7036412,139.7806824,東京都台東区台東2－20－11　Ｌａｆｆｉｔｔｅ　Ｏｋａｃｈｉｍａｃｈｉ,050-3136-7220
アパホテル〈御茶ノ水駅北〉,153602,,,35.70313949,139.7671963,東京都文京区湯島3-1-6,0570-016-911
ホテルリブマックス秋葉原北,167561,,,35.7026413,139.7782267,東京都台東区台東2-5-2,03-3834-8900
格安民宿・ｊｉｎｇ　ｈｏｕｓｅ日暮里駅から徒歩４分！銀座・上野直通／民泊,190262,,,35.7262699,139.7738177,東京都台東区根岸2-21-15　間々田ビル,070-8352-8889
宿家　根岸町,183971,,,35.7247114,139.7808783,東京都台東区根岸3-24-16,050-8880-4077
Ｋｅｙ　Ｈｏｔｅｌ　秋葉原,182507,,,35.7022436,139.7772395,東京都台東区台東1-32-6,080-3275-6692
フォーレスト本郷　ｂｙ　ｕｎｉｔｏ,187369,,,35.7132006,139.7583164,東京都文京区本郷6-16-4,03-3813-4408
鳳明館　森川別館,361,,,35.714059,139.758159,東京都文京区本郷6-23-5,03-3811-8171
京急ＥＸイン　秋葉原,151302,,,35.70171189,139.7749943,東京都台東区秋葉原2-1,03-5289-3910
アパホテル〈秋葉原末広町駅前〉（電気街）,191718,,,35.7016557,139.7713581,東京都千代田区外神田3-15-7,0570-013-011
元祖銭湯民泊　　Ｊａｐａｎ＇ｓ　ｆｉｒｓｔ　ｐｕｂｌｉｃ　ｂａｔｈ　ｉｎｎ／民泊,173539,,,35.72436413,139.7644353,東京都台東区谷中2-18-7,090-1666-1495
アパホテル〈秋葉原駅北〉（全室禁煙）,181104,,,35.70165535,139.7760204,東京都台東区台東一丁目29番2号,0570-026-911
ホテル機山館,902,,,35.70784725,139.7597015,東京都文京区本郷4-37-20,03-3812-1211
ＵＮＤＥＲ　ＲＡＩＬ　ＷＡＹ　ＨＯＴＥＬ　ＡＫＩＨＡＢＡＲＡ,178697,,,35.7013398,139.7734777,東京都千代田区神田練塀町15-1,03-3254-6160
ＧＬＡＮＳＩＴ　ＡＫＩＨＡＢＡＲＡ（グランジット　秋葉原）,165588,,,35.7013829,139.7720966,東京都千代田区外神田4-4-6,03-3526-3818
サクラクロスホテル上野入谷,167036,,,35.7240644,139.7835113,東京都台東区根岸3-18-18,070-5264-1544
アパホテル〈ＴＫＰ日暮里駅前〉,158522,,,35.7271775,139.7727454,東京都荒川区東日暮里5-52-9,03-5615-1907
ランドーレジデンス東京グランド,173228,,,35.7264027,139.7791023,東京都荒川区東日暮里4-35-14,03-6806-5544
秋の旅館,179080,,,35.7012691,139.7776187,東京都台東区台東1-14-3,090-2179-6699
ＪＲ鶯谷駅徒歩７分！山手線沿線沿いで東京観光に抜群の一軒家　＾,170987,,,35.7247864,139.7831908,東京都台東区根岸4-5-13号　Ｌａ　Ｆｅｌｉｃｅ　Ｕｇｕｉｓｕｄａｎｉ,090-2682-6322
Ｍｉｎｎ秋葉原,181987,,,35.7017152,139.7794661,東京都台東区台東1-22-3,050-3033-0743
宿家　とりごえ,173203,,,35.70324845,139.7829642,東京都台東区鳥越1-25-8,03-6240-6500
ＮＯＨＧＡ　ＨＯＴＥＬ　ＡＫＩＨＡＢＡＲＡ　ＴＯＫＹＯ（ノーガホテル　秋葉原　東京）,178593,,,35.70086174,139.7707013,東京都千代田区外神田3丁目10-11,03-6206-0569
ＭＩＤＬＡＮＤ　ＨＯＴＥＬ　＾,195113,,,35.701425,139.7790147,東京都台東区台東1-23-2,080-7405-1349
ホテル東京ガーデンパレス,15878,,,35.70252299,139.7648652,東京都文京区湯島1-7-5,03-3813-6211
ホテルリブマックスＢＵＤＧＥＴ日暮里,135394,,,35.72551761,139.7643143,東京都台東区谷中3-2-12,03-3823-1313
ホテルマイステイズ日暮里,28560,,,35.72769541,139.7742384,東京都荒川区東日暮里5-43-7,03-3891-2710
ザ・ツーリストホテル＆カフェ秋葉原,178663,,,35.7008418,139.7772657,東京都台東区台東1-6-6,03-6806-0308
ｈａｎａｒｅ,151278,,,35.7264078,139.766046,東京都台東区谷中3-10-25　HAGISO,03-5834-7301
お茶の水イン,1993,,,35.70164813,139.7662124,東京都文京区湯島1-3-7,03-3813-8211
花乃郷　本郷／民泊,189394,,,35.7048827,139.7608254,東京都文京区本郷2-26-1　福重ビル,080-3910-2020
Ｎ＋ＨＯＴＥＬ秋葉原,189144,,,35.70055465,139.7773563,東京都台東区台東1-6-2,03-6284-2505
鳳明館　本館・台町別館,360,,,35.71127734,139.7565767,東京都文京区本郷5-10-5,03-3811-1181
Ｊｉｎｇ　Ｈｏｕｓｅ　ａｋｉｈａｂａｒａ旅館　＾,170098,,,35.7018064,139.7816089,東京都台東区浅草橋5-22-8　Ｊｉｎｇ　Ｈｏｕｓｅ　ａｋｉｈａｂａｒａ旅館,070-8352-8889
アートホテル日暮里　ラングウッド,5891,,,35.72808423,139.773119,東京都荒川区東日暮里5-50-5,03-3803-1234
アルモントホテル日暮里（ＡＬＭＯＮＴ　ＨＯＴＥＬ　ＮＩＰＰＯＲＩ）,182417,,,35.7282537,139.7739741,東京都荒川区東日暮里5-47-1,03-5615-3431
女性だけが泊まれるカプセルホテル　秋葉原ＢＡＹ　ＨＯＴＥＬ（秋葉原ベイホテル）,153370,,,35.69989624,139.7749858,東京都千代田区神田練塀町44-4,03-5256-0015
アネックス勝太郎旅館,10647,,,35.72667027,139.7646087,東京都台東区谷中3-8-4,03-3828-2500
プチホテルコスモス,188268,,,35.7291144,139.7720969,東京都荒川区西日暮里2-17-4,03-3807-2304
東京こそ　ＴＯＫＹＯＫＯＳＯ,198635,,,35.7039813,139.7872503,東京都台東区三筋1-2-10,070-9229-4812
ＨＯＴＥＬ　ｏｗｌ　ＴＯＫＹＯ,164462,,,35.7292467,139.7732202,東京都荒川区東日暮里6-59-3,03-6321-0011
ＴｏｋｙｏＮＥＳＴ　Ｎｉｐｐｏｒｉ,184491,,,35.7294022,139.773418,東京都荒川区東日暮里6-55-10,03-6806-5206
Ｃｏｃｔｓ　Ａｋｉｈａｂａｒａ,183060,,,35.6994759,139.7813895,東京都台東区浅草橋5-2-7,03-5809-2147
日暮里・千駄木・西日暮里・各駅徒歩５分以内・最大８名／民泊,174304,,,35.7287936,139.7652154,東京都台東区谷中3-15-4 谷中ハウス 101,080-3934-6095
サクラホテル日暮里,163090,,,35.7283825,139.7640822,東京都文京区千駄木3-43-15,03-5685-1200
ＳａｆｆｒｏｎＣａｓａ浅草橋,197568,,,35.7004478,139.7846089,東京都台東区浅草橋2-24-3,080-8500-9217
ｔｈｅ　ｂ　水道橋（ザビー　すいどうばし）,148955,,,35.7051515,139.7564391,東京都文京区本郷1-25-27,03-5840-8077
ＭＯＮｄａｙ　Ａｐａｒｔ　浅草橋秋葉原,181915,,,35.698666,139.7804769,東京都台東区浅草橋4-15-5,03-5825-6161
一宿旅館浅草橋　＾,169727,,,35.7003993,139.7847858,東京都台東区浅草橋2-24-1　一宿旅館浅草橋,080-2226-2302
Ｎｅｗ民家ゲストハウス,180282,,,35.70550563,139.7559721,東京都文京区本郷1-25-8　本郷ヒルズ2F,090-3902-2941
春日の湯　ドーミーイン後楽園（ドーミーイン・御宿野乃　ホテルズグループ）,167278,,,35.7102202,139.7535724,東京都文京区本郷4-23-14,03-3868-5489
ＫＯＫＯ　ＨＯＴＥＬ　後楽園（旧　ホテルウィング後楽園）,462,,,35.70563073,139.7557797,東京都文京区本郷1-25-11,03-5804-1011
ふたばホテル　＾,169271,,,35.7306531,139.7711284,東京都荒川区西日暮里2-39-3　双葉ビル,090-1770-8057
ＧＯＥＮ　ｉｎｎ　Ｔｏｋｙｏ,164897,,,35.710959,139.7531891,東京都文京区本郷4-25-5,080-4058-3544
ホテルオールイン東京浅草橋,196154,,,35.6978633,139.781583,東京都台東区浅草橋4-3-3,03-3866-5530
ホテルプラスホステル東京秋葉原,187309,,,35.6984739,139.7828049,東京都台東区浅草橋4-11-6,050-3615-7837
ホテルマイステイズ浅草橋,80713,,,35.69710188,139.7835083,東京都台東区浅草橋1-5-5　,03-6858-0600
イチホテル浅草橋,168315,,,35.6982573,139.7836373,東京都台東区浅草橋1-26-6,03-3863-8811
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　秋葉原浅草橋ステーション,181706,,,35.6969322,139.7837738,東京都台東区浅草橋1-5-2,03-5835-0861
浅草橋ビジネスホテル,1452,,,35.69713801,139.7843693,東京都台東区浅草橋1-11-9,03-3865-4747
変なホテル東京　浅草橋,165754,,,35.69702363,139.7847409,東京都台東区浅草橋1-10-5,050-5894-3780
アパホテル〈浅草橋駅前〉,184278,,,35.6980659,139.7849758,東京都台東区浅草橋1-27-9,0570-026-811
みかみ浅草橋ホテル　＾,194938,,,35.6971121,139.7852942,東京都台東区浅草橋1-10-10　ティーラビル1～6階,080-7964-6611
ホテルリブマックス浅草橋駅前,166310,,,35.69623162,139.7853632,東京都台東区浅草橋1-1-14,03-3865-2800
ホテル柳橋,15007,,,35.69605762,139.7860137,東京都台東区柳橋1-3-12,03-3861-8784
Ｔａｂｉｓｔ　ホテルマーキュリー　浅草橋,107894,,,35.69889066,139.7869052,東京都台東区浅草橋2-1-9,03-3866-1211
浅草橋ベルモントホテル,826,,,35.6958771,139.7867831,東京都台東区柳橋1-2-8,03-3864-7733
アマネセルホテル,187257,,,35.6948361,139.7865164,東京都中央区東日本橋2-26-2,03-5820-1181
ホテルルートインＧｒａｎｄ東京浅草橋,166056,,,35.6993198,139.7872902,東京都台東区浅草橋2-29-14,050-5864-0363
ｈｏｔｅｌ　ＭＯＮｄａｙ　秋葉原浅草橋,177706,,,35.6995595,139.7874052,東京都台東区浅草橋2-29-12,03-5835-3220
ホテルリブマックス浅草橋駅北口,167560,,,35.69884195,139.7875243,東京都台東区柳橋2-7-2,03-3864-3500
ＹＭＣＡアジア青少年センター,79313,,,35.70000088,139.7585075,東京都千代田区神田猿楽町2-5-5,03-3233-0611
アパホテル〈浅草橋駅北〉（全室禁煙）,147970,,,35.70012391,139.7877964,東京都台東区浅草橋3-1-10,0570-025-711
ＹＯＴＵＢＡ　ＨＯＵＳＥ　＾,173729,,,35.6986437,139.7879845,東京都台東区柳橋2-8-4,090-3217-6893
東横ＩＮＮアキバ浅草橋駅東口,136277,,,35.69942118,139.7879467,東京都台東区柳橋2-14-4,03-5822-1045
Ａ１６　ＨＯＳＴＥＬ,188919,,,35.6969415,139.7878914,東京都台東区柳橋1-15-5,03-5839-2778
ＷＥＢホテル東京浅草橋,73903,,,35.69772416,139.7882107,東京都台東区柳橋1-30-3,03-5833-8686
Ｔｓｕｂａｍｅ　ｈｏｔｅｌ　ａｓａｋｕｓａｂａｓｈｉ（燕　ホテル　浅草橋）,180255,,,35.6986675,139.7884847,東京都台東区柳橋2-13-1,0557-55-9356
ＣＯＣＯＳＨＵＫＵ　浅草蔵前,179635,,,35.70227668,139.7881885,東京都台東区蔵前4-3-5,03-5843-0356
ホテルブリリオ浅草橋,177072,,,35.69982435,139.7889152,東京都台東区柳橋2-16-16,0570-015-333
東急ステイ水道橋,67160,,,35.70100906,139.7568298,東京都千代田区神田三崎町1-1-12,03-3293-0109
庭のホテル　東京,78211,,,35.70053133,139.7566882,東京都千代田区神田三崎町1-1-16,03-3293-0028
ＰＲＩＭＥ浅草／民泊,195455,,,35.7003356,139.7897115,東京都台東区蔵前1-4-14　PRIME浅草,080-8500-9217
ＣＡＦＥ／ＭＩＮＩＭＡＬ　ＨＯＴＥＬ　ＯＵＲ　ＯＵＲ（アウア）,172921,,,35.699096,139.7900661,東京都台東区柳橋2-20-13,03-5829-6470
アパホテル〈浅草　蔵前駅前〉,184277,,,35.70261982,139.7905711,東京都台東区蔵前2-4-4,0570-025-611
ｆａｖ　東京両国,187225,,,35.6936393,139.7904015,東京都墨田区両国1-9-10,092-292-2431
パールホテル両国,1031,,,35.69621053,139.7915493,東京都墨田区横網1-2-24,03-3625-8080
ホテルサトー・東京,104560,,,35.70339617,139.7553978,東京都文京区本郷1-4-4,03-3815-1133
両国リバーホテル,1583,,,35.69543839,139.791516,東京都墨田区両国2-13-8,03-3634-1711
ｃｏｍｍｕｎ　ｒｙｏｇｏｋｕ,179855,,,35.69436828,139.7912262,東京都墨田区両国2-11-10,090-3800-2781
ＴＨＥ　ＧＡＴＥ　ＨＯＴＥＬ（ザ・ゲートホテル）　両国　ｂｙ　ＨＵＬＩＣ,181173,,,35.69757518,139.7922427,東京都墨田区横網1-2-13,03-5637-7041
両国ビューホテル,842,,,35.69553284,139.7921437,東京都墨田区両国2-19-1,0570-003-026
マーベラス両国　＾,170775,,,35.6961328,139.7927196,東京都墨田区横網2-15-7　マーベラス両国,090-2337-6861
三井ガーデンホテル六本木プレミア,177558,,,35.66200074,139.7359974,東京都港区六本木3-15-17,03-5545-1431
５４Ｊｏｕｒｎｅｙ六本木ホステル,191514,,,35.665098,139.7347764,東京都港区六本木4-1-26　六本木4126ビル,044-222-1888
アパホテル＆リゾート〈六本木駅東〉,184462,,,35.6616012,139.7376602,東京都港区六本木3-18-6,0570-072-311
六本木森ハウス／民泊,174442,,,35.656649,139.7364937,東京都港区麻布十番1-2-9 新一の橋ハイツ501号,080-4947-4922
六本木猫ハウス／民泊,174443,,,35.656649,139.7364937,東京都港区麻布十番1-2-9 新一の橋ハイツ601,080-4947-4922
六本木Ｃｌａｓｓｙハウス／民泊,174444,,,35.656649,139.7364937,東京都港区麻布十番1-2-9 新一の橋ハイツ902,080-4947-4922
六本木ジャパンハウス／民泊,174447,,,35.656649,139.7364937,東京都港区麻布十番1-2-9 新一の橋ハイツ602,080-4947-4922
Ｂｉｎｅｍｕ,178502,,,35.65721596,139.7371544,東京都港区東麻布3-4-16,03-6310-4855
Ａｐｔ＃０１２　麻布十番駅徒歩３分・東京タワー六本木徒歩圏内の好立地／６０１　＾,194683,,,35.6550238,139.7352354,東京都港区麻布十番2-13-2　アザブクマイビル601,050-1180-4542
スゴイサウナ＆ステイ麻布十番駅前,197569,,,35.6566612,139.7384418,東京都港区東麻布3-6-11  THE CITY 麻布十番 EAST 1階,03-5544-9956
HOTEL　THE　GLANZ（ホテル　ザ　グランツ）,69287,,,35.65449708,139.7367168,東京都港区麻布十番2-21-3,03-3455-7770
アパホテル〈六本木ＳＩＸ〉,180334,,,35.66614515,139.7374261,東京都港区六本木2-3-11,0570-011-001
ケンズプレイス麻布台,183144,,,35.6583419,139.7398855,東京都港区東麻布2-9-5,03-6868-3456
住友不動産ホテル　ヴィラフォンテーヌグランド東京六本木,80767,,,35.66416551,139.7395439,東京都港区六本木1-6-2,03-3560-1110
東京華館／民泊,171113,,,35.6532032,139.7364463,東京都港区南麻布2-7-25ストーク麻布201　Ｔｏｋｙｏ　Ｋａｋａｎ,090-6486-0401
オークウッドホテル＆アパートメンツ麻布,183079,,,35.6556898,139.739187,東京都港区東麻布3-10-5,03-6807-4906
ＨＯＴＥＬ　みなと　麻布十番,182080,,,35.6561363,139.7407137,東京都港区東麻布2-26-9,03-6441-3690
【記念日旅行、家族旅行、グループ旅行、女子会に最適！】空を見上げると東京タワーが目の前に！／民泊,175949,,,35.6572572,139.7412726,東京都港区東麻布2-15-9　Ａｚａｂｕ　Ｍｏｄｅｒｎ　Ｈｏｕｓｅ,03-6279-0620
オリンピックイン麻布,183334,,,35.6519275,139.7369441,東京都港区南麻布1-7-37,03-5476-5050
ホテルリブマックス赤坂ＧＲＡＮＤＥ,181329,,,35.6704151,139.7350644,東京都港区赤坂6-4-7,03-5561-3900
Ａｌｔ　Ｓｔａｙ麻布Ｅａｓｔ／民泊,185125,,,35.65699314,139.7422426,東京都港区東麻布2-4-11　Ａｌｔ　Ｓｔａｙ麻布Ｅａｓｔ,03-6868-3456
相鉄フレッサイン東京赤坂,135999,,,35.67116739,139.7355245,東京都港区赤坂6-3-17,03-5573-2031
ホテルマイステイズプレミア赤坂,153298,,,35.67021744,139.7380878,東京都港区赤坂2-17-54,03-6229-3280
ホテルＳＵＩ赤坂ｂｙＡＢＥＳＴ,168313,,,35.67040735,139.7379582,東京都港区赤坂2-17-55,03-3585-8700
三田ハウス／民泊,170854,,,35.6560619,139.7433131,東京都港区三田2-10-12　Ｍｉｔａ　Ｇｕｅｓｔ　ｈｏｕｓｅ,050-5444-6620
Ｔｏｋｙｏ　Ｔｏｗｅｒ　Ｖｉｅｗ　Ｇｕｅｓｔ　Ｈｏｕｓｅ,164827,,,35.65604355,139.7433208,東京都港区東麻布1-17-9,03-5570-1110
京王プレッソイン赤坂,147727,,,35.67140583,139.7368245,東京都港区赤坂6-2-13,03-5562-0077
ＬｉｖｅＧＲＡＣＥ　Ｈｏｔｅｌ　麻布芝公園　＾,186236,,,35.6567386,139.7439772,東京都港区東麻布1-13-7　ＬｉｖｅＧＲＡＣＥ　麻布芝公園　Ｈｏｔｅｌ,070-3343-2271
Ｈｉｇａｓｈｉ　Ａｚａｂｕ　ＦＬＥＧ／民泊,169746,,,35.6556613,139.744516,東京都港区東麻布1-24-4　Ｆｌｅｇ　Ｈｉｇａｓｈｉａｚａｂｕ,050-1745-9707
ｉｎｔｈｅＨｏｏｄ　Ｈｉｇａｓｈｉ　Ａｚａｂｕ　＾,169365,,,35.6551384,139.7445225,東京都港区東麻布1-27-7　ｉｎｔｈｅＨｏｏｄ　Ｈｉｇａｓｈｉ　Ａｚａｂｕ,050-1745-9707
ＡＬＦＩＴ　ＨＯＴＥＬ　＆　ＢＡＲ　ＡＫＡＳＡＫＡ,188313,,,35.6727417,139.7378855,東京都港区赤坂2-14-34,03-6441-0471
ファーストキャビン赤坂,151352,,,35.6730464,139.7374139,東京都港区赤坂3-13-7,03-3583-1143
Ｇｕｅｓｔｈｏｕｓｅ　Ａｋａｓａｋａ,193512,,,35.6728528,139.7378808,東京都港区赤坂2-14-1赤坂山王会館5階,03-6441-0334
ナインアワーズ赤坂,166450,,,35.6739061,139.7351501,東京都港区赤坂4-3-14,050-1807-3087
安らぎの女子宿　赤坂の里,153390,,,35.6740379,139.7351835,東京都港区赤坂4-3-13,0120-020-688
赤坂の里Ｐｒｅｍｉｕｍ,167137,,,35.674103,139.7352753,東京都港区赤坂4-3-13　三泉社ビル1Ｆ,0120-020-688
Ｔｈｅ　３ｒｄ　Ｒｅｓｉｄｅｎｔｉａｌ　Ｓｕｉｔｅ　ＳＨＩＲＯＫＡＮＥ／民泊,169201,,,35.6471717,139.7374675,東京都港区三田5-16-3　三田戸建て,050-5444-6620
ホテルヒラリーズ赤坂,164774,,,35.67369548,139.7380024,東京都港区赤坂3-12-5,03-3582-1050
Ａｋａｓａｋａ／民泊,170619,,,35.6742528,139.7369642,東京都港区赤坂3-15-6　ホーヨー東京レジデンス赤坂3,03-5459-2825
センチュリオンホテル・レジデンシャル・赤坂,70987,,,35.6740088,139.7377242,東京都港区赤坂3-12-3,03-6229-6336
高濃度炭酸泉　茜草の湯　スーパーホテルＰｒｅｍｉｅｒ赤坂,147781,,,35.6745629,139.7363722,東京都港区赤坂3-16-7,03-6843-9000
